c Exponential Line
c 40 x 70 vertices, degree 20, range [0,20]
p max 2802 42197
n 1 s
n 2802 t
a 1 71 400
a 1 70 400
a 1 69 400
a 1 68 400
a 1 67 400
a 1 66 400
a 1 65 400
a 1 64 400
a 1 63 400
a 1 62 400
a 1 61 400
a 1 60 400
a 1 59 400
a 1 58 400
a 1 57 400
a 1 56 400
a 1 55 400
a 1 54 400
a 1 53 400
a 1 52 400
a 1 51 400
a 1 50 400
a 1 49 400
a 1 48 400
a 1 47 400
a 1 46 400
a 1 45 400
a 1 44 400
a 1 43 400
a 1 42 400
a 1 41 400
a 1 40 400
a 1 39 400
a 1 38 400
a 1 37 400
a 1 36 400
a 1 35 400
a 1 34 400
a 1 33 400
a 1 32 400
a 1 31 400
a 1 30 400
a 1 29 400
a 1 28 400
a 1 27 400
a 1 26 400
a 1 25 400
a 1 24 400
a 1 23 400
a 1 22 400
a 1 21 400
a 1 20 400
a 1 19 400
a 1 18 400
a 1 17 400
a 1 16 400
a 1 15 400
a 1 14 400
a 1 13 400
a 1 12 400
a 1 11 400
a 1 10 400
a 1 9 400
a 1 8 400
a 1 7 400
a 1 6 400
a 1 5 400
a 1 4 400
a 1 3 400
a 1 2 400
a 2 1239 4
a 2 630 1412
a 2 745 924
a 2 198 25668
a 2 494 4289
a 2 164 1870
a 2 30 11539
a 2 884 132
a 2 148 21727
a 2 108 5448
a 2 667 366
a 2 365 19719
a 2 1361 1
a 2 281 17422
a 2 327 12383
a 2 972 49
a 2 1303 2
a 2 737 975
a 2 270 14605
a 2 44 32392
a 3 782 133
a 3 933 116
a 3 1345 2
a 3 327 15007
a 3 263 15351
a 3 441 8746
a 3 561 6730
a 3 466 266
a 3 1048 16
a 3 351 27447
a 3 1272 1
a 3 257 19265
a 3 715 159
a 3 1145 11
a 3 468 14482
a 3 877 45
a 3 937 13
a 3 526 6567
a 3 15 3036
a 3 707 605
a 4 1146 13
a 4 534 5098
a 4 687 1903
a 4 723 426
a 4 543 5830
a 4 1342 1
a 4 128 19073
a 4 831 85
a 4 244 28746
a 4 149 5022
a 4 1113 5
a 4 1336 2
a 4 381 2307
a 4 771 314
a 4 645 166
a 4 561 7081
a 4 359 29659
a 4 289 4640
a 4 28 31116
a 4 34 4834
a 5 143 1656
a 5 1213 3
a 5 797 384
a 5 313 901
a 5 636 1827
a 5 1372 2
a 5 730 343
a 5 147 27507
a 5 1156 2
a 5 756 567
a 5 858 45
a 5 1237 2
a 5 180 9759
a 5 1261 3
a 5 973 4
a 5 1361 2
a 5 442 10384
a 5 767 426
a 5 696 570
a 5 192 15458
a 6 691 1703
a 6 75 22814
a 6 806 274
a 6 755 647
a 6 228 2422
a 6 403 17808
a 6 1227 7
a 6 981 5
a 6 43 14894
a 6 498 3729
a 6 557 468
a 6 809 72
a 6 1248 2
a 6 1002 8
a 6 890 123
a 6 555 2983
a 6 944 48
a 6 1031 54
a 6 766 831
a 6 617 470
a 7 351 12293
a 7 301 18539
a 7 893 199
a 7 403 20473
a 7 510 3722
a 7 997 11
a 7 417 20799
a 7 252 19590
a 7 1216 1
a 7 632 3081
a 7 911 33
a 7 406 20581
a 7 764 763
a 7 1127 5
a 7 1057 8
a 7 1008 7
a 7 659 1692
a 7 743 35
a 7 624 1588
a 7 317 30524
a 8 442 11245
a 8 684 1474
a 8 695 558
a 8 1171 6
a 8 255 10713
a 8 737 196
a 8 464 8765
a 8 481 12268
a 8 1243 1
a 8 811 142
a 8 320 5700
a 8 965 18
a 8 497 3027
a 8 224 10323
a 8 600 751
a 8 967 44
a 8 266 1417
a 8 1399 1
a 8 388 20143
a 8 447 14245
a 9 399 12530
a 9 531 1064
a 9 764 621
a 9 1379 2
a 9 142 12424
a 9 42 16140
a 9 1367 2
a 9 627 2189
a 9 636 2437
a 9 498 14521
a 9 495 9513
a 9 392 7442
a 9 795 446
a 9 812 19
a 9 1033 3
a 9 1265 6
a 9 1399 1
a 9 811 417
a 9 698 82
a 9 1071 13
a 10 1074 23
a 10 197 7130
a 10 1082 11
a 10 527 7573
a 10 512 4145
a 10 1325 2
a 10 545 4547
a 10 1266 1
a 10 893 39
a 10 699 980
a 10 716 429
a 10 297 4314
a 10 827 450
a 10 508 1833
a 10 806 73
a 10 204 913
a 10 360 20054
a 10 277 31186
a 10 648 920
a 10 160 4314
a 11 30 8178
a 11 780 687
a 11 34 28298
a 11 286 7488
a 11 1325 3
a 11 598 116
a 11 1061 30
a 11 557 937
a 11 122 25875
a 11 966 55
a 11 436 10200
a 11 465 9315
a 11 1251 5
a 11 1104 4
a 11 671 1673
a 11 856 199
a 11 678 1533
a 11 1385 1
a 11 862 146
a 11 1347 2
a 12 194 30834
a 12 474 236
a 12 585 1829
a 12 1236 5
a 12 537 7539
a 12 156 22414
a 12 1238 3
a 12 1140 3
a 12 1312 1
a 12 615 1347
a 12 640 39
a 12 1226 3
a 12 93 143
a 12 315 8493
a 12 1398 2
a 12 405 22726
a 12 1281 2
a 12 376 17506
a 12 83 27433
a 12 986 16
a 13 207 5110
a 13 492 7165
a 13 80 22759
a 13 585 326
a 13 1116 3
a 13 272 9577
a 13 708 786
a 13 1390 1
a 13 739 854
a 13 33 9011
a 13 638 1927
a 13 1309 1
a 13 1108 15
a 13 154 2801
a 13 1364 1
a 13 299 21120
a 13 481 12840
a 13 710 1019
a 13 574 2049
a 13 125 23852
a 14 340 13830
a 14 410 18663
a 14 676 1322
a 14 952 61
a 14 811 292
a 14 138 30189
a 14 977 41
a 14 1317 3
a 14 535 5897
a 14 238 21154
a 14 1143 3
a 14 44 6412
a 14 442 15147
a 14 1240 4
a 14 489 4702
a 14 192 5031
a 14 702 305
a 14 180 6203
a 14 301 8261
a 14 897 45
a 15 466 13358
a 15 217 8527
a 15 903 86
a 15 129 1627
a 15 924 37
a 15 893 61
a 15 940 90
a 15 1173 14
